ID,duration,wav,start,stop,spk_id
id10003--BQxxhq4539A--00016_6.0_9.0,13.2400625,Voxceleb\wav\id10003\BQxxhq4539A\00016.wav,96000,144000,id10003
id10003--BQxxhq4539A--00016_9.0_12.0,13.2400625,Voxceleb\wav\id10003\BQxxhq4539A\00016.wav,144000,192000,id10003
id10004--JKMfqmjUwMU--00008_0.0_3.0,4.8000625,Voxceleb\wav\id10004\JKMfqmjUwMU\00008.wav,0,48000,id10004
id10004--q6QJY1ndpOY--00003_0.0_3.0,4.8800625,Voxceleb\wav\id10004\q6QJY1ndpOY\00003.wav,0,48000,id10004
id10003--E_6MjfYr0sQ--00018_0.0_3.0,5.2800625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00018.wav,0,48000,id10003
id10002--RLKKsYiCMvc--00001_0.0_3.0,4.6800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00001.wav,0,48000,id10002
id10001--zELwAz2W6hM--00015_0.0_3.0,10.0000625,Voxceleb\wav\id10001\zELwAz2W6hM\00015.wav,0,48000,id10001
id10001--zELwAz2W6hM--00015_3.0_6.0,10.0000625,Voxceleb\wav\id10001\zELwAz2W6hM\00015.wav,48000,96000,id10001
id10001--zELwAz2W6hM--00015_6.0_9.0,10.0000625,Voxceleb\wav\id10001\zELwAz2W6hM\00015.wav,96000,144000,id10001
id10003--BQxxhq4539A--00007_0.0_3.0,4.0800625,Voxceleb\wav\id10003\BQxxhq4539A\00007.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00019_0.0_3.0,13.3200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00019.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00019_3.0_6.0,13.3200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00019.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00019_6.0_9.0,13.3200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00019.wav,96000,144000,id10004
id10004--lu_eVSfv3Tg--00019_9.0_12.0,13.3200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00019.wav,144000,192000,id10004
id10001--Y8hIVOBuels--00007_0.0_3.0,5.2800625,Voxceleb\wav\id10001\Y8hIVOBuels\00007.wav,0,48000,id10001
id10004--JKMfqmjUwMU--00007_0.0_3.0,4.0800625,Voxceleb\wav\id10004\JKMfqmjUwMU\00007.wav,0,48000,id10004
id10005--38_N-A-QOUo--00012_0.0_3.0,6.0000625,Voxceleb\wav\id10005\38_N-A-QOUo\00012.wav,0,48000,id10005
id10005--38_N-A-QOUo--00012_3.0_6.0,6.0000625,Voxceleb\wav\id10005\38_N-A-QOUo\00012.wav,48000,96000,id10005
id10002--C7k7C-PDvAA--00001_0.0_3.0,5.2000625,Voxceleb\wav\id10002\C7k7C-PDvAA\00001.wav,0,48000,id10002
id10003--E_6MjfYr0sQ--00003_0.0_3.0,4.2800625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00003.wav,0,48000,id10003
id10002--eNc4LrrvV80--00001_0.0_3.0,6.9600625,Voxceleb\wav\id10002\eNc4LrrvV80\00001.wav,0,48000,id10002
id10002--eNc4LrrvV80--00001_3.0_6.0,6.9600625,Voxceleb\wav\id10002\eNc4LrrvV80\00001.wav,48000,96000,id10002
id10004--IEV-I9f21ns--00003_0.0_3.0,16.8800625,Voxceleb\wav\id10004\IEV-I9f21ns\00003.wav,0,48000,id10004
id10004--IEV-I9f21ns--00003_3.0_6.0,16.8800625,Voxceleb\wav\id10004\IEV-I9f21ns\00003.wav,48000,96000,id10004
id10004--IEV-I9f21ns--00003_6.0_9.0,16.8800625,Voxceleb\wav\id10004\IEV-I9f21ns\00003.wav,96000,144000,id10004
id10004--IEV-I9f21ns--00003_9.0_12.0,16.8800625,Voxceleb\wav\id10004\IEV-I9f21ns\00003.wav,144000,192000,id10004
id10004--IEV-I9f21ns--00003_12.0_15.0,16.8800625,Voxceleb\wav\id10004\IEV-I9f21ns\00003.wav,192000,240000,id10004
id10002--gaQqIoV_aLY--00001_0.0_3.0,5.3600625,Voxceleb\wav\id10002\gaQqIoV_aLY\00001.wav,0,48000,id10002
id10002--wd_7oYV4dsU--00001_0.0_3.0,5.0800625,Voxceleb\wav\id10002\wd_7oYV4dsU\00001.wav,0,48000,id10002
id10005--ZZR6EqjbzwI--00001_0.0_3.0,12.0400625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00001.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00001_3.0_6.0,12.0400625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00001.wav,48000,96000,id10005
id10005--ZZR6EqjbzwI--00001_6.0_9.0,12.0400625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00001.wav,96000,144000,id10005
id10005--ZZR6EqjbzwI--00001_9.0_12.0,12.0400625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00001.wav,144000,192000,id10005
id10003--BQxxhq4539A--00014_0.0_3.0,10.9200625,Voxceleb\wav\id10003\BQxxhq4539A\00014.wav,0,48000,id10003
id10003--BQxxhq4539A--00014_3.0_6.0,10.9200625,Voxceleb\wav\id10003\BQxxhq4539A\00014.wav,48000,96000,id10003
id10003--BQxxhq4539A--00014_6.0_9.0,10.9200625,Voxceleb\wav\id10003\BQxxhq4539A\00014.wav,96000,144000,id10003
id10004--lu_eVSfv3Tg--00035_0.0_3.0,5.5600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00035.wav,0,48000,id10004
id10004--zcB1pnBt_Tc--00006_0.0_3.0,6.8400625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00006.wav,0,48000,id10004
id10004--zcB1pnBt_Tc--00006_3.0_6.0,6.8400625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00006.wav,48000,96000,id10004
id10002--RLKKsYiCMvc--00005_0.0_3.0,4.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00005.wav,0,48000,id10002
id10001--1zcIwhmdeo4--00002_0.0_3.0,8.5600625,Voxceleb\wav\id10001\1zcIwhmdeo4\00002.wav,0,48000,id10001
id10001--1zcIwhmdeo4--00002_3.0_6.0,8.5600625,Voxceleb\wav\id10001\1zcIwhmdeo4\00002.wav,48000,96000,id10001
id10004--eaYIxBz6lBU--00001_0.0_3.0,16.4000625,Voxceleb\wav\id10004\eaYIxBz6lBU\00001.wav,0,48000,id10004
id10004--eaYIxBz6lBU--00001_3.0_6.0,16.4000625,Voxceleb\wav\id10004\eaYIxBz6lBU\00001.wav,48000,96000,id10004
id10004--eaYIxBz6lBU--00001_6.0_9.0,16.4000625,Voxceleb\wav\id10004\eaYIxBz6lBU\00001.wav,96000,144000,id10004
id10004--eaYIxBz6lBU--00001_9.0_12.0,16.4000625,Voxceleb\wav\id10004\eaYIxBz6lBU\00001.wav,144000,192000,id10004
id10004--eaYIxBz6lBU--00001_12.0_15.0,16.4000625,Voxceleb\wav\id10004\eaYIxBz6lBU\00001.wav,192000,240000,id10004
id10001--J9lHsKG98U8--00020_0.0_3.0,5.2400625,Voxceleb\wav\id10001\J9lHsKG98U8\00020.wav,0,48000,id10001
id10005--UguBGTDl3FM--00001_0.0_3.0,5.2800625,Voxceleb\wav\id10005\UguBGTDl3FM\00001.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00013_0.0_3.0,6.7200625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00013.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00013_3.0_6.0,6.7200625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00013.wav,48000,96000,id10005
id10001--J9lHsKG98U8--00015_0.0_3.0,6.3200625,Voxceleb\wav\id10001\J9lHsKG98U8\00015.wav,0,48000,id10001
id10001--J9lHsKG98U8--00015_3.0_6.0,6.3200625,Voxceleb\wav\id10001\J9lHsKG98U8\00015.wav,48000,96000,id10001
id10002--RLKKsYiCMvc--00033_0.0_3.0,6.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00033.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00033_3.0_6.0,6.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00033.wav,48000,96000,id10002
id10003--bDxy7bnj_bc--00001_0.0_3.0,11.6400625,Voxceleb\wav\id10003\bDxy7bnj_bc\00001.wav,0,48000,id10003
id10003--bDxy7bnj_bc--00001_3.0_6.0,11.6400625,Voxceleb\wav\id10003\bDxy7bnj_bc\00001.wav,48000,96000,id10003
id10003--bDxy7bnj_bc--00001_6.0_9.0,11.6400625,Voxceleb\wav\id10003\bDxy7bnj_bc\00001.wav,96000,144000,id10003
id10005--PP0cQLwYz5M--00006_0.0_3.0,5.2400625,Voxceleb\wav\id10005\PP0cQLwYz5M\00006.wav,0,48000,id10005
id10002--QanuGhOhb9A--00023_0.0_3.0,4.0400625,Voxceleb\wav\id10002\QanuGhOhb9A\00023.wav,0,48000,id10002
id10004--lu_eVSfv3Tg--00013_0.0_3.0,9.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00013.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00013_3.0_6.0,9.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00013.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00013_6.0_9.0,9.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00013.wav,96000,144000,id10004
id10002--QanuGhOhb9A--00019_0.0_3.0,4.1200625,Voxceleb\wav\id10002\QanuGhOhb9A\00019.wav,0,48000,id10002
id10002--QanuGhOhb9A--00009_0.0_3.0,6.3600625,Voxceleb\wav\id10002\QanuGhOhb9A\00009.wav,0,48000,id10002
id10002--QanuGhOhb9A--00009_3.0_6.0,6.3600625,Voxceleb\wav\id10002\QanuGhOhb9A\00009.wav,48000,96000,id10002
id10003--BQxxhq4539A--00008_0.0_3.0,4.1600625,Voxceleb\wav\id10003\BQxxhq4539A\00008.wav,0,48000,id10003
id10004--JKMfqmjUwMU--00005_0.0_3.0,7.4000625,Voxceleb\wav\id10004\JKMfqmjUwMU\00005.wav,0,48000,id10004
id10004--JKMfqmjUwMU--00005_3.0_6.0,7.4000625,Voxceleb\wav\id10004\JKMfqmjUwMU\00005.wav,48000,96000,id10004
id10003--yzIXg93UOIM--00032_0.0_3.0,4.3600625,Voxceleb\wav\id10003\yzIXg93UOIM\00032.wav,0,48000,id10003
id10003--5ablueV_1tw--00002_0.0_3.0,4.3200625,Voxceleb\wav\id10003\5ablueV_1tw\00002.wav,0,48000,id10003
id10003--5ablueV_1tw--00003_0.0_3.0,6.7200625,Voxceleb\wav\id10003\5ablueV_1tw\00003.wav,0,48000,id10003
id10003--5ablueV_1tw--00003_3.0_6.0,6.7200625,Voxceleb\wav\id10003\5ablueV_1tw\00003.wav,48000,96000,id10003
id10003--bDxy7bnj_bc--00002_0.0_3.0,6.0000625,Voxceleb\wav\id10003\bDxy7bnj_bc\00002.wav,0,48000,id10003
id10003--bDxy7bnj_bc--00002_3.0_6.0,6.0000625,Voxceleb\wav\id10003\bDxy7bnj_bc\00002.wav,48000,96000,id10003
id10003--E_6MjfYr0sQ--00024_0.0_3.0,4.4800625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00024.wav,0,48000,id10003
id10004--zcB1pnBt_Tc--00007_0.0_3.0,8.7200625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00007.wav,0,48000,id10004
id10004--zcB1pnBt_Tc--00007_3.0_6.0,8.7200625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00007.wav,48000,96000,id10004
id10004--JKMfqmjUwMU--00002_0.0_3.0,5.5200625,Voxceleb\wav\id10004\JKMfqmjUwMU\00002.wav,0,48000,id10004
id10003--BQxxhq4539A--00004_0.0_3.0,5.8400625,Voxceleb\wav\id10003\BQxxhq4539A\00004.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00028_0.0_3.0,7.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00028.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00028_3.0_6.0,7.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00028.wav,48000,96000,id10004
id10002--TqUbiOgEb0w--00005_0.0_3.0,6.2000625,Voxceleb\wav\id10002\TqUbiOgEb0w\00005.wav,0,48000,id10002
id10002--TqUbiOgEb0w--00005_3.0_6.0,6.2000625,Voxceleb\wav\id10002\TqUbiOgEb0w\00005.wav,48000,96000,id10002
id10002--cMGEuZ1zqXk--00004_0.0_3.0,3.9600625,Voxceleb\wav\id10002\cMGEuZ1zqXk\00004.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00004_0.0_3.0,17.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00004.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00004_3.0_6.0,17.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00004.wav,48000,96000,id10002
id10002--RLKKsYiCMvc--00004_6.0_9.0,17.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00004.wav,96000,144000,id10002
id10002--RLKKsYiCMvc--00004_9.0_12.0,17.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00004.wav,144000,192000,id10002
id10002--RLKKsYiCMvc--00004_12.0_15.0,17.4800625,Voxceleb\wav\id10002\RLKKsYiCMvc\00004.wav,192000,240000,id10002
id10004--8mWxQ6DRO-U--00002_0.0_3.0,7.5600625,Voxceleb\wav\id10004\8mWxQ6DRO-U\00002.wav,0,48000,id10004
id10004--8mWxQ6DRO-U--00002_3.0_6.0,7.5600625,Voxceleb\wav\id10004\8mWxQ6DRO-U\00002.wav,48000,96000,id10004
id10002--Y2Gr1I2DO7M--00001_0.0_3.0,6.6400625,Voxceleb\wav\id10002\Y2Gr1I2DO7M\00001.wav,0,48000,id10002
id10002--Y2Gr1I2DO7M--00001_3.0_6.0,6.6400625,Voxceleb\wav\id10002\Y2Gr1I2DO7M\00001.wav,48000,96000,id10002
id10001--utrA-v8pPm4--00001_0.0_3.0,4.9600625,Voxceleb\wav\id10001\utrA-v8pPm4\00001.wav,0,48000,id10001
id10004--CCygVo0iPvw--00001_0.0_3.0,4.3600625,Voxceleb\wav\id10004\CCygVo0iPvw\00001.wav,0,48000,id10004
id10002--QnnjJ9i5WFs--00002_0.0_3.0,4.2800625,Voxceleb\wav\id10002\QnnjJ9i5WFs\00002.wav,0,48000,id10002
id10002--QanuGhOhb9A--00029_0.0_3.0,6.2000625,Voxceleb\wav\id10002\QanuGhOhb9A\00029.wav,0,48000,id10002
id10002--QanuGhOhb9A--00029_3.0_6.0,6.2000625,Voxceleb\wav\id10002\QanuGhOhb9A\00029.wav,48000,96000,id10002
id10001--7w0IBEWc9Qw--00010_0.0_3.0,7.2800625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00010.wav,0,48000,id10001
id10001--7w0IBEWc9Qw--00010_3.0_6.0,7.2800625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00010.wav,48000,96000,id10001
id10002--RLKKsYiCMvc--00010_0.0_3.0,8.6400625,Voxceleb\wav\id10002\RLKKsYiCMvc\00010.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00010_3.0_6.0,8.6400625,Voxceleb\wav\id10002\RLKKsYiCMvc\00010.wav,48000,96000,id10002
id10002--QanuGhOhb9A--00008_0.0_3.0,7.0800625,Voxceleb\wav\id10002\QanuGhOhb9A\00008.wav,0,48000,id10002
id10002--QanuGhOhb9A--00008_3.0_6.0,7.0800625,Voxceleb\wav\id10002\QanuGhOhb9A\00008.wav,48000,96000,id10002
id10004--8mWxQ6DRO-U--00003_0.0_3.0,3.9600625,Voxceleb\wav\id10004\8mWxQ6DRO-U\00003.wav,0,48000,id10004
id10001--zELwAz2W6hM--00008_0.0_3.0,7.8000625,Voxceleb\wav\id10001\zELwAz2W6hM\00008.wav,0,48000,id10001
id10001--zELwAz2W6hM--00008_3.0_6.0,7.8000625,Voxceleb\wav\id10001\zELwAz2W6hM\00008.wav,48000,96000,id10001
id10003--bDxy7bnj_bc--00009_0.0_3.0,5.2400625,Voxceleb\wav\id10003\bDxy7bnj_bc\00009.wav,0,48000,id10003
id10002--eNc4LrrvV80--00005_0.0_3.0,4.8800625,Voxceleb\wav\id10002\eNc4LrrvV80\00005.wav,0,48000,id10002
id10005--RSguOg1U-NA--00001_0.0_3.0,5.3600625,Voxceleb\wav\id10005\RSguOg1U-NA\00001.wav,0,48000,id10005
id10002--gaQqIoV_aLY--00006_0.0_3.0,9.1200625,Voxceleb\wav\id10002\gaQqIoV_aLY\00006.wav,0,48000,id10002
id10002--gaQqIoV_aLY--00006_3.0_6.0,9.1200625,Voxceleb\wav\id10002\gaQqIoV_aLY\00006.wav,48000,96000,id10002
id10002--gaQqIoV_aLY--00006_6.0_9.0,9.1200625,Voxceleb\wav\id10002\gaQqIoV_aLY\00006.wav,96000,144000,id10002
id10001--J9lHsKG98U8--00008_0.0_3.0,4.0800625,Voxceleb\wav\id10001\J9lHsKG98U8\00008.wav,0,48000,id10001
id10005--38_N-A-QOUo--00002_0.0_3.0,4.4800625,Voxceleb\wav\id10005\38_N-A-QOUo\00002.wav,0,48000,id10005
id10003--E_6MjfYr0sQ--00037_0.0_3.0,8.1200625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00037.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00037_3.0_6.0,8.1200625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00037.wav,48000,96000,id10003
id10003--yzIXg93UOIM--00006_0.0_3.0,4.8800625,Voxceleb\wav\id10003\yzIXg93UOIM\00006.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00033_0.0_3.0,14.5200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00033.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00033_3.0_6.0,14.5200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00033.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00033_6.0_9.0,14.5200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00033.wav,96000,144000,id10004
id10004--lu_eVSfv3Tg--00033_9.0_12.0,14.5200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00033.wav,144000,192000,id10004
id10001--J9lHsKG98U8--00022_0.0_3.0,13.4800625,Voxceleb\wav\id10001\J9lHsKG98U8\00022.wav,0,48000,id10001
id10001--J9lHsKG98U8--00022_3.0_6.0,13.4800625,Voxceleb\wav\id10001\J9lHsKG98U8\00022.wav,48000,96000,id10001
id10001--J9lHsKG98U8--00022_6.0_9.0,13.4800625,Voxceleb\wav\id10001\J9lHsKG98U8\00022.wav,96000,144000,id10001
id10001--J9lHsKG98U8--00022_9.0_12.0,13.4800625,Voxceleb\wav\id10001\J9lHsKG98U8\00022.wav,144000,192000,id10001
id10003--E_6MjfYr0sQ--00019_0.0_3.0,4.0400625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00019.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00002_0.0_3.0,4.4400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00002.wav,0,48000,id10004
id10002--VMaXdHLz5Bk--00004_0.0_3.0,4.3600625,Voxceleb\wav\id10002\VMaXdHLz5Bk\00004.wav,0,48000,id10002
id10003--K5zRxtXc27s--00001_0.0_3.0,7.4800625,Voxceleb\wav\id10003\K5zRxtXc27s\00001.wav,0,48000,id10003
id10003--K5zRxtXc27s--00001_3.0_6.0,7.4800625,Voxceleb\wav\id10003\K5zRxtXc27s\00001.wav,48000,96000,id10003
id10001--7gWzIy6yIIk--00003_0.0_3.0,6.5600625,Voxceleb\wav\id10001\7gWzIy6yIIk\00003.wav,0,48000,id10001
id10001--7gWzIy6yIIk--00003_3.0_6.0,6.5600625,Voxceleb\wav\id10001\7gWzIy6yIIk\00003.wav,48000,96000,id10001
id10003--E_6MjfYr0sQ--00021_0.0_3.0,7.6400625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00021.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00021_3.0_6.0,7.6400625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00021.wav,48000,96000,id10003
id10005--PP0cQLwYz5M--00002_0.0_3.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,0,48000,id10005
id10005--PP0cQLwYz5M--00002_3.0_6.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,48000,96000,id10005
id10005--PP0cQLwYz5M--00002_6.0_9.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,96000,144000,id10005
id10005--PP0cQLwYz5M--00002_9.0_12.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,144000,192000,id10005
id10005--PP0cQLwYz5M--00002_12.0_15.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,192000,240000,id10005
id10005--PP0cQLwYz5M--00002_15.0_18.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,240000,288000,id10005
id10005--PP0cQLwYz5M--00002_18.0_21.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,288000,336000,id10005
id10005--PP0cQLwYz5M--00002_21.0_24.0,26.9200625,Voxceleb\wav\id10005\PP0cQLwYz5M\00002.wav,336000,384000,id10005
id10001--Y8hIVOBuels--00008_0.0_3.0,4.9600625,Voxceleb\wav\id10001\Y8hIVOBuels\00008.wav,0,48000,id10001
id10001--zELwAz2W6hM--00009_0.0_3.0,5.9200625,Voxceleb\wav\id10001\zELwAz2W6hM\00009.wav,0,48000,id10001
id10004--lu_eVSfv3Tg--00010_0.0_3.0,15.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00010.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00010_3.0_6.0,15.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00010.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00010_6.0_9.0,15.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00010.wav,96000,144000,id10004
id10004--lu_eVSfv3Tg--00010_9.0_12.0,15.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00010.wav,144000,192000,id10004
id10004--lu_eVSfv3Tg--00010_12.0_15.0,15.7600625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00010.wav,192000,240000,id10004
id10003--yzIXg93UOIM--00002_0.0_3.0,5.5600625,Voxceleb\wav\id10003\yzIXg93UOIM\00002.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00007_0.0_3.0,4.0000625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00007.wav,0,48000,id10004
id10003--BQxxhq4539A--00003_0.0_3.0,5.1600625,Voxceleb\wav\id10003\BQxxhq4539A\00003.wav,0,48000,id10003
id10002--QanuGhOhb9A--00011_0.0_3.0,5.9200625,Voxceleb\wav\id10002\QanuGhOhb9A\00011.wav,0,48000,id10002
id10005--6-crWEwaThs--00002_0.0_3.0,4.9600625,Voxceleb\wav\id10005\6-crWEwaThs\00002.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00008_0.0_3.0,9.1600625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00008.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00008_3.0_6.0,9.1600625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00008.wav,48000,96000,id10005
id10005--ZZR6EqjbzwI--00008_6.0_9.0,9.1600625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00008.wav,96000,144000,id10005
id10001--7gWzIy6yIIk--00001_0.0_3.0,8.6400625,Voxceleb\wav\id10001\7gWzIy6yIIk\00001.wav,0,48000,id10001
id10001--7gWzIy6yIIk--00001_3.0_6.0,8.6400625,Voxceleb\wav\id10001\7gWzIy6yIIk\00001.wav,48000,96000,id10001
id10003--BQxxhq4539A--00011_0.0_3.0,6.7600625,Voxceleb\wav\id10003\BQxxhq4539A\00011.wav,0,48000,id10003
id10003--BQxxhq4539A--00011_3.0_6.0,6.7600625,Voxceleb\wav\id10003\BQxxhq4539A\00011.wav,48000,96000,id10003
id10001--7gWzIy6yIIk--00002_0.0_3.0,5.9600625,Voxceleb\wav\id10001\7gWzIy6yIIk\00002.wav,0,48000,id10001
id10001--zELwAz2W6hM--00001_0.0_3.0,4.8800625,Voxceleb\wav\id10001\zELwAz2W6hM\00001.wav,0,48000,id10001
id10002--RLKKsYiCMvc--00011_0.0_3.0,10.9200625,Voxceleb\wav\id10002\RLKKsYiCMvc\00011.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00011_3.0_6.0,10.9200625,Voxceleb\wav\id10002\RLKKsYiCMvc\00011.wav,48000,96000,id10002
id10002--RLKKsYiCMvc--00011_6.0_9.0,10.9200625,Voxceleb\wav\id10002\RLKKsYiCMvc\00011.wav,96000,144000,id10002
id10003--yzIXg93UOIM--00012_0.0_3.0,4.2800625,Voxceleb\wav\id10003\yzIXg93UOIM\00012.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00010_0.0_3.0,4.8400625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00010.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00040_0.0_3.0,5.0000625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00040.wav,0,48000,id10003
id10004--bIZQaEVuATQ--00010_0.0_3.0,6.4000625,Voxceleb\wav\id10004\bIZQaEVuATQ\00010.wav,0,48000,id10004
id10004--bIZQaEVuATQ--00010_3.0_6.0,6.4000625,Voxceleb\wav\id10004\bIZQaEVuATQ\00010.wav,48000,96000,id10004
id10005--38_N-A-QOUo--00005_0.0_3.0,5.4800625,Voxceleb\wav\id10005\38_N-A-QOUo\00005.wav,0,48000,id10005
id10002--RLKKsYiCMvc--00024_0.0_3.0,7.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00024.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00024_3.0_6.0,7.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00024.wav,48000,96000,id10002
id10005--WMh3ye5tBsE--00002_0.0_3.0,6.2800625,Voxceleb\wav\id10005\WMh3ye5tBsE\00002.wav,0,48000,id10005
id10005--WMh3ye5tBsE--00002_3.0_6.0,6.2800625,Voxceleb\wav\id10005\WMh3ye5tBsE\00002.wav,48000,96000,id10005
id10003--A8SBCxYzJgs--00005_0.0_3.0,6.3200625,Voxceleb\wav\id10003\A8SBCxYzJgs\00005.wav,0,48000,id10003
id10003--A8SBCxYzJgs--00005_3.0_6.0,6.3200625,Voxceleb\wav\id10003\A8SBCxYzJgs\00005.wav,48000,96000,id10003
id10002--xTV-jFAUKcw--00003_0.0_3.0,7.0800625,Voxceleb\wav\id10002\xTV-jFAUKcw\00003.wav,0,48000,id10002
id10002--xTV-jFAUKcw--00003_3.0_6.0,7.0800625,Voxceleb\wav\id10002\xTV-jFAUKcw\00003.wav,48000,96000,id10002
id10002--TqUbiOgEb0w--00006_0.0_3.0,7.5200625,Voxceleb\wav\id10002\TqUbiOgEb0w\00006.wav,0,48000,id10002
id10002--TqUbiOgEb0w--00006_3.0_6.0,7.5200625,Voxceleb\wav\id10002\TqUbiOgEb0w\00006.wav,48000,96000,id10002
id10004--zcB1pnBt_Tc--00001_0.0_3.0,7.6800625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00001.wav,0,48000,id10004
id10004--zcB1pnBt_Tc--00001_3.0_6.0,7.6800625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00001.wav,48000,96000,id10004
id10003--K5zRxtXc27s--00004_0.0_3.0,3.9600625,Voxceleb\wav\id10003\K5zRxtXc27s\00004.wav,0,48000,id10003
id10002--eNc4LrrvV80--00006_0.0_3.0,6.6400625,Voxceleb\wav\id10002\eNc4LrrvV80\00006.wav,0,48000,id10002
